id,name,ml_target,degree,clustering,eigenvector,pagerank,degree_centrality,k-core
7572,felipemarinho97,0,6,0.4666666666666667,0.002567474987466611,1.3217962228393785e-05,0.0001591554152630043,6
7573,kodie,0,12,0.2727272727272727,0.00545938607954899,2.076878979976599e-05,0.0003183108305260086,10
7574,luuuyi,1,21,0.2904761904761905,0.0025097028426737658,3.6677865481744e-05,0.0005570439534205151,17
7575,mohammedmatar,0,1,0.0,1.059381056475463e-06,7.394833198759487e-06,2.6525902543834053e-05,1
7576,GiacomoMineo,0,2,1.0,0.0013463903737787237,6.552161696859354e-06,5.3051805087668106e-05,2
7577,bagheria,1,5,0.3,0.0021269048819784865,1.4925773091762703e-05,0.00013262951271917026,4
7578,heavensloop,0,4,0.0,0.0007370344372021738,1.0943508855106804e-05,0.00010610361017533621,3
7579,XiaoGene,1,2,0.0,3.234038486742846e-05,7.359644104398948e-06,5.3051805087668106e-05,2
7580,JiahuiLei,1,7,0.38095238095238093,7.145707281173893e-05,1.7019868393909865e-05,0.00018568131780683837,6
7581,andrerpena,0,13,0.02564102564102564,0.0010756008494709401,3.3238935557288076e-05,0.0003448367330698427,8
7582,StorytellerCZ,0,12,0.06060606060606061,0.0009831471823797148,2.3219969020030513e-05,0.0003183108305260086,8
7583,cpurta,1,3,0.0,6.812735216217278e-05,8.720186461563196e-06,7.957770763150216e-05,3
7584,MoistCode,0,2,0.0,0.0007614974187431715,6.496863204947363e-06,5.3051805087668106e-05,2
7585,mauricekleine,0,1,0.0,0.00014025907586434833,5.146779973072018e-06,2.6525902543834053e-05,1
7586,fantasyKing,0,3,0.6666666666666666,0.0026231029315068053,8.204198752779647e-06,7.957770763150216e-05,3
7587,ilkerhalil,0,12,0.3787878787878788,0.004213774307325772,2.1807384747704826e-05,0.0003183108305260086,11
7588,caiogranero,0,3,0.3333333333333333,2.291149427343472e-05,1.8896927407250808e-05,7.957770763150216e-05,2
7589,Docyue,0,4,0.6666666666666666,0.0035334930980998845,9.138674569103504e-06,0.00010610361017533621,4
7590,darkodemic,0,5,0.5,0.0035673764274322213,1.26823885729925e-05,0.00013262951271917026,4
7591,gemacjr,0,2,1.0,0.002084685712955683,6.61614526321558e-06,5.3051805087668106e-05,2
7592,andrehNSFW,0,9,0.19444444444444445,0.0019226348963317938,1.9122801190651933e-05,0.00023873312289450648,6
7593,threeq,0,1,0.0,1.9804489857101706e-05,5.205522826513004e-06,2.6525902543834053e-05,1
7594,shengslogar,0,9,0.19444444444444445,0.002954193686302042,1.63997808687483e-05,0.00023873312289450648,9
7595,argolo,0,3,0.3333333333333333,0.000472777953127316,1.1268819581001225e-05,7.957770763150216e-05,3
7596,leoChaoGlut,1,3,0.0,0.00016923987155320852,7.303336642532358e-06,7.957770763150216e-05,3
7597,DavidLiedle,0,12,0.12121212121212122,0.0029163143534633278,2.308546512612131e-05,0.0003183108305260086,9
7598,jysperm,0,151,0.0708167770419426,0.015161701679687185,0.0001874774419201032,0.004005411284118942,34
7599,kaidul,1,11,0.09090909090909091,0.0009103084467840286,1.959770794783939e-05,0.00029178492798217457,9
7600,DannyFeliz,0,26,0.16923076923076924,0.007489430332297246,4.597076137548588e-05,0.0006896734661396854,19
7601,reeselaye,0,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
7602,tianxuzhang,0,24,0.2210144927536232,0.005437325161522816,3.240916004904891e-05,0.0006366216610520172,19
7603,tccbest,0,5,0.6,0.0028778233252277157,1.0419370637744255e-05,0.00013262951271917026,5
7604,mizuka-wu,0,1,0.0,3.681026808594544e-05,5.234090611650407e-06,2.6525902543834053e-05,1
7605,hagzag,0,4,0.0,0.0007170817075515811,1.1896623861313615e-05,0.00010610361017533621,3
7606,LcsK,0,7,0.0,0.0007591888577144125,1.3780261729045094e-05,0.00018568131780683837,6
7607,mitchellvanw,0,9,0.0,0.0002630364510561541,1.851236627147796e-05,0.00023873312289450648,7
7608,runelaenen,0,1,0.0,5.8322968216670584e-05,5.326643498770006e-06,2.6525902543834053e-05,1
7609,crazygirlfym,1,2,0.0,2.4609871083423774e-05,7.110552580149391e-06,5.3051805087668106e-05,2
7610,VenDream,0,3,0.3333333333333333,0.0025980151007669906,7.866880728623455e-06,7.957770763150216e-05,3
7611,interaminense,0,17,0.2647058823529412,0.0052652724969394415,2.740250433139756e-05,0.0004509403432451789,13
7612,allspiritseve,0,4,0.0,0.00016799777320087423,9.887625453025143e-06,0.00010610361017533621,4
7613,TY-Cheng,1,1,0.0,0.00037113404100521606,5.5900870337991145e-06,2.6525902543834053e-05,1
7614,cjroth,0,17,0.11029411764705882,0.005978144448590484,3.0231411489501147e-05,0.0004509403432451789,11
7615,thebapi,0,3,0.0,0.0031350830289267983,8.039859406622012e-06,7.957770763150216e-05,3
7616,inatu,0,4,0.0,0.000701539465187918,9.148076147681745e-06,0.00010610361017533621,4
7617,saeedseyfi,0,12,0.16666666666666666,0.0022692005463998276,2.22226768728658e-05,0.0003183108305260086,9
7618,rodolfoestevam,0,14,0.26373626373626374,0.005099175753890754,2.1562713073223235e-05,0.00037136263561367674,14
7619,akangaziz,0,10,0.2222222222222222,0.0027425812671412263,1.769065284054052e-05,0.0002652590254383405,10
7620,mimukit,0,5,0.2,0.0035213769686599293,1.1986386549028331e-05,0.00013262951271917026,4
7621,jpbernius,0,3,0.3333333333333333,0.00037124739251886784,1.4102099704367512e-05,7.957770763150216e-05,2
7622,EYHN,0,35,0.07226890756302522,0.005597318326594153,5.3605858912845875e-05,0.0009284065890341919,18
7623,aplatanado,1,2,0.0,3.4971426544317423e-06,1.0864153547383988e-05,5.3051805087668106e-05,2
7624,carol007,1,1,0.0,4.54544099276967e-05,5.411398760074779e-06,2.6525902543834053e-05,1
7625,icrtiou,1,22,0.05627705627705628,0.0011087260878171682,3.8281994056551864e-05,0.0005835698559643491,17
7626,NutNon,0,1,0.0,1.3261552663017168e-05,5.824445750191716e-06,2.6525902543834053e-05,1
7627,andreascreten,0,21,0.05238095238095238,0.0019362589503993937,3.3126047969271785e-05,0.0005570439534205151,15
7628,icedream,0,1,0.0,0.0003048107519626937,5.271698737983596e-06,2.6525902543834053e-05,1
7629,alioygur,0,5,0.1,0.0001168593847908226,1.0460615257804258e-05,0.00013262951271917026,5
7630,TechnoSayge,0,1,0.0,2.8065665785562135e-05,5.28933938144283e-06,2.6525902543834053e-05,1
7631,VakinduPhilliam,0,177,0.020287621982537238,0.01295482951223922,0.0002443152076052524,0.004695084750258627,33
7632,richardaum,0,1,0.0,4.7300102272083154e-05,5.208172772358681e-06,2.6525902543834053e-05,1
7633,henriquenasc,0,15,0.11428571428571428,0.00275942660982804,2.6663053490381346e-05,0.0003978885381575108,11
7634,Flowsnow,1,4,0.3333333333333333,5.9889036728418e-05,1.0187258445195965e-05,0.00010610361017533621,4
7635,kh-kim,1,20,0.11052631578947368,0.002310811894433783,4.4387513223213345e-05,0.000530518050876681,12
7636,eksahin,0,4,0.5,0.0001235302012119522,1.0199810979887549e-05,0.00010610361017533621,3
7637,firashamila33,0,15,0.05714285714285714,0.0012486846843455723,2.53757398133352e-05,0.0003978885381575108,13
7638,ChinHui-Chen,1,4,0.0,8.248685352801462e-05,1.362551483485599e-05,0.00010610361017533621,3
7639,jgrossi,0,20,0.021052631578947368,0.0006448017669066248,3.298752239775138e-05,0.000530518050876681,13
7640,excalibur44,1,1,0.0,1.9264195372814163e-05,5.367136335827433e-06,2.6525902543834053e-05,1
7641,Kodrin,0,1,0.0,4.4258478219567904e-05,5.2977531531054794e-06,2.6525902543834053e-05,1
7642,hermesnetto,0,8,0.39285714285714285,0.004045920567867184,1.39176400395563e-05,0.00021220722035067242,8
7643,extend1994,0,7,0.09523809523809523,0.0011520037869161095,1.2934174986832751e-05,0.00018568131780683837,7
7644,brunobrasilweb,0,16,0.14166666666666666,0.0029880418302944897,2.5949487117587533e-05,0.00042441444070134485,12
7645,nathanlentz,0,5,0.0,0.0007229187072657822,1.6264732761871114e-05,0.00013262951271917026,4
7646,eniz,0,19,0.3157894736842105,0.00417334146527882,2.7400922536041596e-05,0.000503992148332847,18
7647,haehn,1,9,0.05555555555555555,0.002113576596362675,2.0793156851577224e-05,0.00023873312289450648,7
7648,jszpila,0,1,0.0,0.0010861674918690753,5.311865865053409e-06,2.6525902543834053e-05,1
7649,savkov,1,2,0.0,0.0001763406428096505,6.66004054430542e-06,5.3051805087668106e-05,2
7650,dengel29,0,6,0.13333333333333333,0.00015869081604286294,1.2343287654145153e-05,0.0001591554152630043,6
7651,ShihanUTSA,1,3,0.0,0.00045070321718227894,8.234909366391155e-06,7.957770763150216e-05,3
7652,Log1x,0,11,0.09090909090909091,0.00017119919877574508,2.1897213683975974e-05,0.00029178492798217457,8
7653,q977734161,1,9,0.3055555555555556,0.004202747436780735,1.5856057409871533e-05,0.00023873312289450648,9
7654,orhanobut,0,136,0.041938997821350764,0.008420167831909284,0.00018666046885132807,0.0036075227459614312,27
7655,crispinheneise,0,6,0.2,0.0005263739494477887,1.1886105269428094e-05,0.0001591554152630043,6
7656,gregorybolkenstijn,0,3,0.3333333333333333,0.0019067342944694933,9.374503261636342e-06,7.957770763150216e-05,3
7657,narayand4,0,6,0.3333333333333333,0.0034027503646691247,1.1824962257247496e-05,0.0001591554152630043,6
7658,iesteban,0,8,0.32142857142857145,0.0032711214232214814,1.4952633819233472e-05,0.00021220722035067242,8
7659,CaseyKelly,0,4,0.0,0.0004965506743801733,9.987128422790656e-06,0.00010610361017533621,4
7660,1046102779,1,9,0.16666666666666666,0.0008115041116839027,1.5057801996123366e-05,0.00023873312289450648,9
7661,brunoqualhato,0,2,0.0,6.487512777113245e-05,7.4183088825584865e-06,5.3051805087668106e-05,2
7662,sergiomeza,0,1,0.0,2.6501594047930197e-05,5.829454881107495e-06,2.6525902543834053e-05,1
7663,ouyangshikang,0,16,0.13333333333333333,0.0014303585176520946,2.3306779469062663e-05,0.00042441444070134485,14
7664,MAXakaWIZARD,0,12,0.3787878787878788,0.003107285480511545,2.0266523225833234e-05,0.0003183108305260086,12
7665,dimaip,0,8,0.14285714285714285,0.0022768794641612193,1.708177466394302e-05,0.00021220722035067242,6
7666,bhatabhijithn,1,1,0.0,5.536259938353431e-07,7.360673413025422e-06,2.6525902543834053e-05,1
7667,pawiromitchel,0,5,0.2,0.002152221952341003,1.111249495183077e-05,0.00013262951271917026,5
7668,No5stranger,0,7,0.23809523809523808,0.00286975320216246,1.3484508875859496e-05,0.00018568131780683837,6
7669,shakirul15-311,1,2,0.0,0.0001320440891224548,6.794951565329204e-06,5.3051805087668106e-05,2
7670,DMarby,0,19,0.11695906432748537,0.003960804289245844,2.9437455391148825e-05,0.000503992148332847,14
7671,friconelli,0,13,0.08974358974358974,0.0006344034843703281,2.288898087090132e-05,0.0003448367330698427,11
7672,abhinaykumar,0,5,0.0,0.00014761667769210083,1.0955757990741774e-05,0.00013262951271917026,5
7673,matheuspiaui,0,4,0.0,0.00047698340410483753,8.929198760515366e-06,0.00010610361017533621,4
7674,Jaggle,0,11,0.2,0.0043370464467554805,1.8623012426053314e-05,0.00029178492798217457,11
7675,elinaldosoft,0,37,0.13513513513513514,0.006845783990398238,5.2422671076917255e-05,0.0009814583941218599,23
7676,humford,0,2,1.0,0.001185506654460218,6.500728477294677e-06,5.3051805087668106e-05,2
7677,Feywell,1,14,0.10989010989010989,0.00014111224397355277,3.1845890453669964e-05,0.00037136263561367674,9
7678,thejsj,0,23,0.09881422924901186,0.0033042101472421765,3.459140671841245e-05,0.0006100957585081832,16
7679,orsenthil,1,17,0.19117647058823528,0.004648340532094033,2.8520104552206964e-05,0.0004509403432451789,14
7680,denniss17,0,1,0.0,0.00011077540433473127,5.2153287184737185e-06,2.6525902543834053e-05,1
7681,factsfinder,0,5,0.0,0.0007576437395372314,1.0634025875954366e-05,0.00013262951271917026,5
7682,derpixler,0,5,0.3,0.00012514998152049137,1.1959477099178556e-05,0.00013262951271917026,5
7683,beduffy,1,6,0.13333333333333333,0.0003562315451244685,1.3656850781081266e-05,0.0001591554152630043,5
7684,ahmetsina,0,38,0.1763869132290185,0.005084193740390696,5.3999604555803485e-05,0.001007984296665694,21
7685,devcircus,0,13,0.15384615384615385,0.0017389060496653464,2.3100085757174856e-05,0.0003448367330698427,12
7686,iesta,0,2,0.0,0.00026540368560602713,6.53449106190923e-06,5.3051805087668106e-05,2
7687,jhonyskywalker,0,4,0.8333333333333334,0.00605022671846543,9.64162262511726e-06,0.00010610361017533621,4
7688,githinkcn,0,6,0.26666666666666666,0.0007063119272737623,1.1946325628606884e-05,0.0001591554152630043,6
7689,adelsedighi,0,1,0.0,0.0006429261645898247,5.442463201741914e-06,2.6525902543834053e-05,1
7690,AndriiSiuta,0,8,0.21428571428571427,0.0014415467384166277,1.651929258481537e-05,0.00021220722035067242,7
7691,celso,0,13,0.14102564102564102,0.003104037538033269,2.3754481717498336e-05,0.0003448367330698427,9
7692,jamesduan,0,2,0.0,0.0002519289091363397,7.24068770679433e-06,5.3051805087668106e-05,2
7693,cpolitano,0,9,0.3333333333333333,0.004465471918039684,1.6813174898477313e-05,0.00023873312289450648,8
7694,chrisscastaneda,0,3,0.6666666666666666,0.0001543070139725358,7.881402906653978e-06,7.957770763150216e-05,3
7695,mberkom,0,2,1.0,5.723829851572047e-05,6.599538841192161e-06,5.3051805087668106e-05,2
7696,qualiaa,0,3,0.3333333333333333,0.0020875608788998444,1.0047623640805009e-05,7.957770763150216e-05,3
7697,KellyHwong,0,10,0.1111111111111111,0.0007067247242324872,1.9700929114298537e-05,0.0002652590254383405,8
7698,rubenarslan,1,13,0.2564102564102564,0.0026409939698631684,2.3043232667552514e-05,0.0003448367330698427,11
7699,SiddAjriY2Jaccount,1,3,0.0,0.0027774351035925334,8.904050337951077e-06,7.957770763150216e-05,3
7700,esomnofu,0,1,0.0,2.445796966653998e-05,5.429730879135903e-06,2.6525902543834053e-05,1
7701,ntuwang,0,5,0.0,8.498161878303968e-05,1.1644076382731356e-05,0.00013262951271917026,5
7702,HJava,0,14,0.2857142857142857,0.003246788208016359,2.0664244357069563e-05,0.00037136263561367674,12
7703,gicappa,0,6,0.13333333333333333,0.0014166882845881722,1.1823138515281986e-05,0.0001591554152630043,6
7704,bettiolo,0,5,0.1,0.000838973302723641,1.06643365824851e-05,0.00013262951271917026,5
7705,rodrigodma,0,5,0.2,0.002221266171554262,1.1133141643630242e-05,0.00013262951271917026,5
7706,LinShanify,1,1,0.0,1.70094574318982e-05,5.959259445166655e-06,2.6525902543834053e-05,1
7707,Bloss,0,27,0.14245014245014245,0.0035977613870381334,3.573694184046495e-05,0.0007161993686835194,21
7708,hamedbaatour,0,12,0.015151515151515152,0.000581113765667032,2.2093561931781126e-05,0.0003183108305260086,8
7709,noeleon930,0,3,0.3333333333333333,4.758843697133036e-05,1.1209547352847878e-05,7.957770763150216e-05,2
7710,nkbt,0,41,0.05853658536585366,0.005183179861731674,5.885882885317341e-05,0.001087562004297196,24
7711,derekli66,0,7,0.42857142857142855,0.0031646120824142276,1.3050478241047674e-05,0.00018568131780683837,7
7712,shivenmian,0,66,0.08158508158508158,0.00825694339306991,0.00010206091536015837,0.0017507095678930475,25
7713,gustavlrsn,0,24,0.13043478260869565,0.006642849660371766,4.109145619793169e-05,0.0006366216610520172,16
7714,sheweichun,0,6,0.4,0.0030732770120990467,1.1681610962324808e-05,0.0001591554152630043,6
7715,ikucheriavenko,0,9,0.16666666666666666,0.0024247797288893874,1.7714840544021443e-05,0.00023873312289450648,8
7716,kirakik,0,13,0.10256410256410256,0.0007891273703556953,2.0637773833718352e-05,0.0003448367330698427,11
7717,TAKETODAY,0,29,0.08620689655172414,0.002543807661401403,4.64564815430155e-05,0.0007692511737711875,17
7718,Enrique199413,0,1,0.0,1.6260148101959624e-05,6.1319066487591805e-06,2.6525902543834053e-05,1
7719,plusplusjiajia,1,9,0.05555555555555555,0.0006678278530358949,1.9471377145226596e-05,0.00023873312289450648,7
7720,hayoung-kim,1,9,0.1388888888888889,0.00017160536807128764,2.001373436489626e-05,0.00023873312289450648,8
7721,mnapoli,0,98,0.0547022932884494,0.007107188579369545,0.0001519263154009259,0.002599538449295737,25
7722,ainiaa,0,1,0.0,0.00029957922823456185,5.2149296309531305e-06,2.6525902543834053e-05,1
7723,sendya,0,35,0.0957983193277311,0.0018011853874339311,4.569966471138276e-05,0.0009284065890341919,21
7724,jpark96,1,1,0.0,0.0004898677242433376,5.34036942659383e-06,2.6525902543834053e-05,1
7725,dzboy,1,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
7726,rbudiharso,0,7,0.2857142857142857,0.0031073756460363155,1.3268105004663583e-05,0.00018568131780683837,7
7727,doorBW,1,1,0.0,9.289461483416799e-06,5.853110060296974e-06,2.6525902543834053e-05,1
7728,Tom32i,0,12,0.09090909090909091,0.00032273637421498794,2.3663023902536567e-05,0.0003183108305260086,8
7729,phareim,0,2,0.0,0.00021155276071786088,6.966111060671995e-06,5.3051805087668106e-05,2
7730,HuangDayu,0,11,0.14545454545454545,0.0011250518284434464,1.8751289284156143e-05,0.00029178492798217457,9
7731,rldt,0,4,0.3333333333333333,0.0029244595174656497,9.027652314127798e-06,0.00010610361017533621,4
7732,erickluan,0,4,0.16666666666666666,0.000958251913788547,8.734122354528352e-06,0.00010610361017533621,4
7733,sanjayankur31,0,15,0.14285714285714285,0.003471896082330367,2.688005491068972e-05,0.0003978885381575108,11
7734,krishnr,0,3,0.6666666666666666,0.0021583427997294512,8.0220827842436e-06,7.957770763150216e-05,3
7735,HexRabbit,1,3,0.6666666666666666,4.9583512985729805e-06,1.1837493002704763e-05,7.957770763150216e-05,3
7736,hasanakg,0,4,0.5,0.00038987137926277567,9.554700860417947e-06,0.00010610361017533621,4
7737,prrashi,0,5,0.6,0.0013765815217594935,1.0353143202537575e-05,0.00013262951271917026,5
7738,rajanand02,0,18,0.10457516339869281,0.0039210315130884695,3.03389052252267e-05,0.00047746624578901296,12
7739,theosp,0,5,0.2,0.0009109016463320574,1.0266148102785159e-05,0.00013262951271917026,5
7740,ccforward,0,81,0.07561728395061729,0.011215339968306131,9.943642965297834e-05,0.0021485981060505584,31
7741,rossgardt,0,2,0.0,0.00017881510875686005,6.4611561575329e-06,5.3051805087668106e-05,2
7742,P1n3appl3,1,3,0.6666666666666666,0.0022872272052344993,7.977520145880679e-06,7.957770763150216e-05,3
7743,figure8labs,1,1,0.0,0.0001888398428174621,5.664742714465716e-06,2.6525902543834053e-05,1
7744,hveiras,0,6,0.13333333333333333,0.0002662086215490211,1.2732348405202132e-05,0.0001591554152630043,6
7745,afifsohaili,0,5,0.2,0.0009562216369516112,1.0700039118124537e-05,0.00013262951271917026,5
7746,dancryer,0,9,0.2222222222222222,0.0019414060239413475,1.8431362855253846e-05,0.00023873312289450648,8
7747,javahub,0,13,0.1794871794871795,0.0009037713017889895,2.2607128147149768e-05,0.0003448367330698427,10
7748,ALSchwalm,1,2,0.0,0.0003848921992153442,6.869610561075856e-06,5.3051805087668106e-05,2
7749,saintplay,0,22,0.11255411255411256,0.0064917862705498874,3.371250219632078e-05,0.0005835698559643491,18
7750,NoahZu,0,41,0.20121951219512196,0.006948047863748493,5.301315439470149e-05,0.001087562004297196,25
7751,danyork,0,7,0.23809523809523808,0.0008164257816169682,1.352504790711719e-05,0.00018568131780683837,6
7752,stoneWangL,0,2,1.0,1.3122457546326225e-05,7.12248975891962e-06,5.3051805087668106e-05,2
7753,nekomeowww,0,15,0.3619047619047619,0.003088351485353458,2.5064968134387287e-05,0.0003978885381575108,11
7754,Wei-Xia,0,19,0.2222222222222222,0.004627125549064472,2.664455697975069e-05,0.000503992148332847,19
7755,chandanndeep,0,11,0.14545454545454545,0.0044595398937485485,1.9479068374345344e-05,0.00029178492798217457,10
7756,chris-martin,0,15,0.12380952380952381,0.002861581335415992,2.6128143487384614e-05,0.0003978885381575108,10
7757,timelessz,0,3,1.0,0.0007861471208764063,7.836278169855918e-06,7.957770763150216e-05,3
7758,jackjennings,0,7,0.19047619047619047,0.002907871801719974,1.5327131704065528e-05,0.00018568131780683837,5
7759,samuelterra22,0,3,0.0,0.0010790234043644403,8.155891026830693e-06,7.957770763150216e-05,3
7760,haijianyang,0,9,0.3055555555555556,0.0042292006704665605,1.535608457822109e-05,0.00023873312289450648,9
7761,Georgette,0,5,0.0,0.00015687663983439135,1.2244476783873223e-05,0.00013262951271917026,4
7762,Gabri3l,0,20,0.14210526315789473,0.004374032733558565,3.094353570543279e-05,0.000530518050876681,13
7763,krgn,0,2,1.0,0.0005504440290741082,6.387893193248386e-06,5.3051805087668106e-05,2
7764,Fax,0,6,0.0,0.0003792376095137993,1.31188968760876e-05,0.0001591554152630043,5
7765,khan-farhan,1,1,0.0,5.151831222859481e-07,6.71889667863534e-06,2.6525902543834053e-05,1
7766,shiv19,1,5,0.1,0.000132542734897722,1.2028298489289465e-05,0.00013262951271917026,4
7767,dvdrtrgn,0,12,0.12121212121212122,0.006008749067380986,2.029404049932164e-05,0.0003183108305260086,11
7768,puik,1,5,0.2,0.0010413681032159549,1.120259155228299e-05,0.00013262951271917026,5
7769,lewismc,0,12,0.07575757575757576,0.0007969197606543706,2.923432669572827e-05,0.0003183108305260086,7
7770,Chemaclass,0,17,0.16176470588235295,0.005812469407230066,2.7047216363226e-05,0.0004509403432451789,15
7771,MummyDing,1,15,0.0761904761904762,0.0008641574750188968,2.8309838843916813e-05,0.0003978885381575108,11
7772,alexiscordova,0,2,1.0,0.0011931517130123234,6.7218404826724856e-06,5.3051805087668106e-05,2
7773,KevCaz,0,11,0.18181818181818182,0.0013723429413764155,2.2186496978852508e-05,0.00029178492798217457,10
7774,ianrtracey,0,11,0.18181818181818182,0.005104102422354579,1.9421002791934973e-05,0.00029178492798217457,9
7775,jonpappalord,1,36,0.14761904761904762,0.00456167174376274,5.919402789824375e-05,0.0009549324915780259,23
7776,cuneydtural,0,7,0.2857142857142857,0.0003348770254724373,1.647969531440767e-05,0.00018568131780683837,6
7777,Triple-Z,0,54,0.0803633822501747,0.0028235170819628443,8.060793720496519e-05,0.0014323987373670388,22
7778,imwcl,0,16,0.31666666666666665,0.001295688143943425,2.3841557283560726e-05,0.00042441444070134485,13
7779,JayHuster,1,3,0.3333333333333333,0.0002921019185370092,8.304742432723063e-06,7.957770763150216e-05,3
7780,stigwue,0,29,0.5812807881773399,0.0008904121025778764,3.7408930679602935e-05,0.0007692511737711875,24
7781,androolloyd,0,6,0.0,0.00014651604486138727,1.4942455926393502e-05,0.0001591554152630043,4
7782,acheema90,0,1,0.0,0.0005562550337102682,5.352430934813329e-06,2.6525902543834053e-05,1
7783,overkazaf,0,8,0.39285714285714285,0.0040837304628378495,1.4051321146830938e-05,0.00021220722035067242,8
7784,aaronjolson,1,3,0.0,5.591049241812437e-05,9.19040083305199e-06,7.957770763150216e-05,3
7785,Wei-1,1,5,0.0,0.00010783781801094479,1.1977269689134608e-05,0.00013262951271917026,5
7786,mrmoree,0,5,0.2,0.0015339205168156704,1.263451463785658e-05,0.00013262951271917026,4
7787,TracyMcgrady6,1,2,1.0,8.607891219727075e-05,7.991847410022872e-06,5.3051805087668106e-05,2
7788,teabow,0,2,0.0,0.0004620541462790905,6.833686025784431e-06,5.3051805087668106e-05,2
7789,patrickmn,0,26,0.09538461538461539,0.0038060097511863535,3.8246502261119535e-05,0.0006896734661396854,17
7790,lbassin,0,1,0.0,1.2806930946396906e-05,5.552700649781287e-06,2.6525902543834053e-05,1
7791,ferbncode,1,13,0.19230769230769232,0.0020118504833972675,2.213391506584052e-05,0.0003448367330698427,10
7792,Machy8,0,3,0.6666666666666666,0.00016512739823623264,8.258105600575513e-06,7.957770763150216e-05,3
7793,ravishchawla,0,1,0.0,7.355684434102265e-05,5.40820964749559e-06,2.6525902543834053e-05,1
7794,bhague1281,0,5,0.0,3.932484827441089e-05,2.06282377622723e-05,0.00013262951271917026,3
7795,Thunderlbc,1,14,0.1978021978021978,0.006008433509363616,2.410055097790026e-05,0.00037136263561367674,13
7796,paul-phan,0,13,0.21794871794871795,0.0027729090590157203,2.193208808932018e-05,0.0003448367330698427,10
7797,flyingalex,0,23,0.17391304347826086,0.010407195399206893,4.044160397044565e-05,0.0006100957585081832,19
7798,mylxsw,0,29,0.1625615763546798,0.0066523310767022505,4.156377088366625e-05,0.0007692511737711875,20
7799,cai-lw,1,10,0.13333333333333333,0.00018955162053290267,2.123739858955589e-05,0.0002652590254383405,8
7800,ozorku,0,12,0.15151515151515152,0.0005460762621128569,2.104346882387936e-05,0.0003183108305260086,9
7801,shalakhin,0,15,0.4,0.008074918493589243,2.3752396301350987e-05,0.0003978885381575108,14
7802,ShenJieSuzhou,1,21,0.1523809523809524,0.0016896720025311696,2.919887246305594e-05,0.0005570439534205151,17
7803,christirichards,0,4,0.0,0.00017798888358637872,9.375620319346715e-06,0.00010610361017533621,4
7804,Ekhoo,0,9,0.2777777777777778,0.0010240361212394706,1.5128061163926281e-05,0.00023873312289450648,9
7805,AdeDZY,1,26,0.06769230769230769,0.00267728715801502,5.412245263538368e-05,0.0006896734661396854,12
7806,lexor90,0,2,0.0,0.0024962763034653696,6.787100969513904e-06,5.3051805087668106e-05,2
7807,helianthuswhite,0,20,0.16842105263157894,0.0027306878315664744,2.831534430588821e-05,0.000530518050876681,18
7808,anishsheela,0,5,0.3,0.00249388469115845,1.1749161187861167e-05,0.00013262951271917026,5
7809,spiderings,0,2,1.0,0.0022296000052071897,6.469057689143954e-06,5.3051805087668106e-05,2
7810,Robin-front,0,51,0.18823529411764706,0.01236739156413283,6.405058688801934e-05,0.0013528210297355367,34
7811,martinjc,0,2,0.0,3.645628116167519e-05,7.526078140944026e-06,5.3051805087668106e-05,2
7812,itzrahulsoni,0,5,0.0,0.003588057284395096,1.149338163364227e-05,0.00013262951271917026,5
7813,Gabriel-Kang,1,1,0.0,0.0005891699716254473,5.2640140731994615e-06,2.6525902543834053e-05,1
7814,mx54039q,1,3,0.6666666666666666,0.0020878234554642552,8.451313903392192e-06,7.957770763150216e-05,3
7815,glo26,0,34,0.2620320855614973,0.006180892109932814,5.077890407977383e-05,0.0009018806864903578,20
7816,ajhsu,0,28,0.15873015873015872,0.007952859205974896,4.0928449527074844e-05,0.0007427252712273535,21
7817,ZeningQu,1,11,0.10909090909090909,0.0010647118249514792,2.3171342433150482e-05,0.00029178492798217457,9
7818,ryanscherler,0,9,0.08333333333333333,0.0005948723413669803,1.657044656818903e-05,0.00023873312289450648,9
7819,mangelsnc,0,5,0.2,0.002547040556419873,1.6494272566072023e-05,0.00013262951271917026,4
7820,mmatl,1,1,0.0,6.847228060471735e-06,6.429898492507211e-06,2.6525902543834053e-05,1
7821,amanjain1992,0,3,0.0,0.0006817157283806006,8.235234953731348e-06,7.957770763150216e-05,3
7822,binoysinha,0,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
7823,JonahAragon,0,1,0.0,0.0005891699716254473,5.2640140731994615e-06,2.6525902543834053e-05,1
7824,maksimluzik,0,1,0.0,6.566037631970424e-05,5.135685828145188e-06,2.6525902543834053e-05,1
7825,jawil,0,307,0.04494262417236167,0.020451556900676352,0.00039241503359920254,0.008143452080957054,34
7826,jindulys,0,44,0.23150105708245244,0.0069133223258150455,6.180629295350488e-05,0.0011671397119286983,28
7827,bmcclure,0,10,0.06666666666666667,0.0029859336866431664,2.501810626661112e-05,0.0002652590254383405,8
7828,elmariofredo,0,27,0.19943019943019943,0.009760082854577285,4.2550800783883e-05,0.0007161993686835194,21
7829,alexfarrill,0,5,0.6,0.004290815270665631,1.0728626894439378e-05,0.00013262951271917026,5
7830,guspavia,1,2,0.0,0.0006355286254419262,6.989869031414754e-06,5.3051805087668106e-05,2
